       MD              Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace      
       ft       
  11832.50000000 UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF 
  11860.00000000       0.03446387       0.03449212       0.03463385       0.03460783       0.03436350       0.03396516       0.03351093       0.03328773       0.03307296       0.03284801       0.03265870       0.03257380       0.03248716       0.03240249       0.03235434       0.03232434 
  11860.50000000       0.03442885       0.03446512       0.03461482       0.03459967       0.03436577       0.03397701       0.03353129       0.03331096       0.03309988       0.03287846       0.03269210       0.03260905       0.03252425       0.03244149       0.03239461       0.03236543 
  11861.00000000       0.03439447       0.03443860       0.03459613       0.03459165       0.03436799       0.03398864       0.03355128       0.03333379       0.03312631       0.03290837       0.03272489       0.03264365       0.03256066       0.03247978       0.03243416       0.03240578 
  11861.50000000       0.03436008       0.03441208       0.03457744       0.03458363       0.03437022       0.03400027       0.03357127       0.03335660       0.03315274       0.03293827       0.03275768       0.03267825       0.03259707       0.03251808       0.03247371       0.03244612 
  11862.00000000       0.03432570       0.03438557       0.03455875       0.03457562       0.03437245       0.03401190       0.03359125       0.03337942       0.03317918       0.03296817       0.03279047       0.03271286       0.03263349       0.03255638       0.03251326       0.03248647 
  11862.50000000       0.03429132       0.03435905       0.03454006       0.03456760       0.03437468       0.03402354       0.03361124       0.03340224       0.03320561       0.03299808       0.03282326       0.03274746       0.03266990       0.03259467       0.03255280       0.03252682 
  11863.00000000       0.03425693       0.03433254       0.03452138       0.03455958       0.03437690       0.03403517       0.03363123       0.03342506       0.03323204       0.03302798       0.03285605       0.03278207       0.03270631       0.03263297       0.03259235       0.03256717 
  11863.50000000       0.03422255       0.03430603       0.03450269       0.03455156       0.03437913       0.03404680       0.03365121       0.03344788       0.03325847       0.03305788       0.03288884       0.03281667       0.03274273       0.03267127       0.03263190       0.03260751 
  11864.00000000       0.03418816       0.03427951       0.03448400       0.03454354       0.03438136       0.03405843       0.03367120       0.03347070       0.03328490       0.03308778       0.03292163       0.03285128       0.03277914       0.03270956       0.03267145       0.03264786 
  11864.50000000       0.03415378       0.03425300       0.03446532       0.03453552       0.03438358       0.03407006       0.03369119       0.03349352       0.03331133       0.03311769       0.03295442       0.03288588       0.03281555       0.03274786       0.03271100       0.03268821 
  11865.00000000       0.03411939       0.03422648       0.03444663       0.03452750       0.03438580       0.03408168       0.03371117       0.03351633       0.03333776       0.03314759       0.03298721       0.03292048       0.03285196       0.03278615       0.03275055       0.03272856 
  11865.50000000       0.03408501       0.03419997       0.03442794       0.03451949       0.03438803       0.03409331       0.03373116       0.03353915       0.03336419       0.03317749       0.03302001       0.03295508       0.03288838       0.03282445       0.03279009       0.03276891 
  11866.00000000       0.03405062       0.03417346       0.03440925       0.03451147       0.03439025       0.03410494       0.03375114       0.03356197       0.03339062       0.03320739       0.03305280       0.03298969       0.03292479       0.03286275       0.03282964       0.03280926 
  11866.50000000       0.03401624       0.03414695       0.03439057       0.03450345       0.03439248       0.03411656       0.03377112       0.03358478       0.03341705       0.03323729       0.03308559       0.03302429       0.03296120       0.03290104       0.03286919       0.03284960 
  11867.00000000       0.03398186       0.03412044       0.03437188       0.03449542       0.03439470       0.03412819       0.03379110       0.03360760       0.03344347       0.03326719       0.03311838       0.03305889       0.03299762       0.03293934       0.03290874       0.03288995 
  11867.50000000       0.03394748       0.03409392       0.03435320       0.03448740       0.03439692       0.03413981       0.03381108       0.03363042       0.03346990       0.03329709       0.03315117       0.03309350       0.03303403       0.03297764       0.03294829       0.03293030 
  11868.00000000       0.03391309       0.03406741       0.03433451       0.03447938       0.03439914       0.03415144       0.03383106       0.03365323       0.03349633       0.03332699       0.03318396       0.03312810       0.03307044       0.03301593       0.03298784       0.03297065 
  11868.50000000       0.03387871       0.03404090       0.03431582       0.03447136       0.03440136       0.03416306       0.03385104       0.03367605       0.03352276       0.03335689       0.03321675       0.03316270       0.03310685       0.03305423       0.03302738       0.03301100 
  11869.00000000       0.03384433       0.03401439       0.03429714       0.03446334       0.03440359       0.03417468       0.03387102       0.03369886       0.03354918       0.03338679       0.03324953       0.03319731       0.03314327       0.03309252       0.03306693       0.03305135 
  11869.50000000       0.03380994       0.03398788       0.03427845       0.03445532       0.03440581       0.03418631       0.03389099       0.03372168       0.03357561       0.03341668       0.03328232       0.03323191       0.03317968       0.03313082       0.03310648       0.03309169 
  11870.00000000       0.03377556       0.03396137       0.03425977       0.03444729       0.03440803       0.03419793       0.03391097       0.03374449       0.03360204       0.03344658       0.03331511       0.03326651       0.03321609       0.03316912       0.03314603       0.03313204 
  11870.50000000       0.03374118       0.03393486       0.03424108       0.03443927       0.03441025       0.03420955       0.03393095       0.03376731       0.03362846       0.03347648       0.03334790       0.03330112       0.03325250       0.03320741       0.03318558       0.03317239 
  11871.00000000       0.03370680       0.03390835       0.03422240       0.03443125       0.03441247       0.03422117       0.03395092       0.03379012       0.03365489       0.03350637       0.03338069       0.03333572       0.03328891       0.03324571       0.03322513       0.03321274 
  11871.50000000       0.03367241       0.03388184       0.03420371       0.03442322       0.03441469       0.03423279       0.03397090       0.03381293       0.03368131       0.03353627       0.03341348       0.03337032       0.03332533       0.03328400       0.03326467       0.03325308 
  11872.00000000       0.03363803       0.03385533       0.03418503       0.03441520       0.03441691       0.03424441       0.03399087       0.03383575       0.03370774       0.03356617       0.03344627       0.03340492       0.03336174       0.03332230       0.03330422       0.03329343 
  11872.50000000       0.03360365       0.03382883       0.03416634       0.03440718       0.03441913       0.03425603       0.03401084       0.03385856       0.03373416       0.03359606       0.03347906       0.03343952       0.03339815       0.03336059       0.03334377       0.03333378 
  11873.00000000       0.03356927       0.03380232       0.03414766       0.03439915       0.03442134       0.03426765       0.03403081       0.03388137       0.03376059       0.03362596       0.03351185       0.03347412       0.03343456       0.03339889       0.03338332       0.03337413 
  11873.50000000       0.03353488       0.03377581       0.03412897       0.03439113       0.03442356       0.03427926       0.03405079       0.03390418       0.03378701       0.03365586       0.03354464       0.03350873       0.03347097       0.03343718       0.03342286       0.03341448 
  11874.00000000       0.03350050       0.03374930       0.03411029       0.03438310       0.03442578       0.03429088       0.03407075       0.03392700       0.03381344       0.03368575       0.03357743       0.03354333       0.03350738       0.03347548       0.03346241       0.03345482 
  11874.50000000       0.03346612       0.03372280       0.03409160       0.03437508       0.03442800       0.03430250       0.03409072       0.03394981       0.03383986       0.03371565       0.03361022       0.03357793       0.03354379       0.03351378       0.03350196       0.03349517 
  11875.00000000       0.03343174       0.03369629       0.03407292       0.03436705       0.03443021       0.03431411       0.03411069       0.03397262       0.03386628       0.03374554       0.03364300       0.03361253       0.03358020       0.03355207       0.03354151       0.03353552 
  11875.50000000       0.03339736       0.03366978       0.03405423       0.03435903       0.03443243       0.03432573       0.03413066       0.03399543       0.03389271       0.03377544       0.03367579       0.03364713       0.03361661       0.03359037       0.03358106       0.03357587 
  11876.00000000       0.03336298       0.03364328       0.03403555       0.03435100       0.03443464       0.03433735       0.03415063       0.03401824       0.03391913       0.03380533       0.03370858       0.03368174       0.03365302       0.03362866       0.03362060       0.03361621 
  11876.50000000       0.03332860       0.03361677       0.03401687       0.03434297       0.03443686       0.03434896       0.03417059       0.03404105       0.03394555       0.03383522       0.03374137       0.03371634       0.03368944       0.03366696       0.03366015       0.03365656 
  11877.00000000       0.03329521       0.03359103       0.03399872       0.03433518       0.03443901       0.03436024       0.03418998       0.03406321       0.03397121       0.03386425       0.03377321       0.03374994       0.03372479       0.03370415       0.03369856       0.03369574 
  11877.50000000       0.03326221       0.03356560       0.03398079       0.03432748       0.03444114       0.03437138       0.03420914       0.03408510       0.03399657       0.03389294       0.03380468       0.03378315       0.03375974       0.03374090       0.03373652       0.03373447 
  11878.00000000       0.03322921       0.03354016       0.03396286       0.03431977       0.03444326       0.03438253       0.03422830       0.03410699       0.03402193       0.03392163       0.03383615       0.03381636       0.03379469       0.03377766       0.03377447       0.03377319 
  11878.50000000       0.03319621       0.03351472       0.03394493       0.03431207       0.03444539       0.03439367       0.03424747       0.03412888       0.03404728       0.03395033       0.03386762       0.03384957       0.03382963       0.03381442       0.03381243       0.03381192 
  11879.00000000       0.03316322       0.03348928       0.03392700       0.03430436       0.03444751       0.03440482       0.03426662       0.03415078       0.03407264       0.03397901       0.03389909       0.03388278       0.03386458       0.03385118       0.03385039       0.03385065 
  11879.50000000       0.03313022       0.03346384       0.03390907       0.03429666       0.03444963       0.03441596       0.03428578       0.03417267       0.03409800       0.03400771       0.03393056       0.03391599       0.03389953       0.03388793       0.03388835       0.03388937 
  11880.00000000       0.03309722       0.03343841       0.03389114       0.03428895       0.03445176       0.03442710       0.03430494       0.03419456       0.03412336       0.03403639       0.03396203       0.03394920       0.03393447       0.03392469       0.03392630       0.03392810 
  11880.50000000       0.03306422       0.03341297       0.03387321       0.03428125       0.03445388       0.03443824       0.03432410       0.03421645       0.03414872       0.03406508       0.03399350       0.03398241       0.03396942       0.03396145       0.03396427       0.03396682 
  11881.00000000       0.03312301       0.03347649       0.03393812       0.03435950       0.03455611       0.03456903       0.03448512       0.03439338       0.03434101       0.03427313       0.03421455       0.03420921       0.03420205       0.03419989       0.03420592       0.03421021 
  11881.50000000       0.03322419       0.03358111       0.03404130       0.03447745       0.03470458       0.03475508       0.03471167       0.03464194       0.03461041       0.03456401       0.03452317       0.03452545       0.03452599       0.03453149       0.03454167       0.03454813 
  11882.00000000       0.03332537       0.03368572       0.03414447       0.03459540       0.03485306       0.03494114       0.03493821       0.03489049       0.03487982       0.03485490       0.03483180       0.03484169       0.03484993       0.03486310       0.03487743       0.03488605 
  11882.50000000       0.03342655       0.03379032       0.03424764       0.03471334       0.03500153       0.03512719       0.03516476       0.03513904       0.03514922       0.03514580       0.03514042       0.03515792       0.03517387       0.03519471       0.03521318       0.03522397 
  11883.00000000       0.03352773       0.03389492       0.03435080       0.03483129       0.03515000       0.03531324       0.03539132       0.03538759       0.03541863       0.03543669       0.03544904       0.03547416       0.03549781       0.03552631       0.03554894       0.03556189 
  11883.50000000       0.03362891       0.03399952       0.03445396       0.03494923       0.03529847       0.03549930       0.03561787       0.03563615       0.03568804       0.03572758       0.03575767       0.03579040       0.03582175       0.03585792       0.03588469       0.03589981 
  11884.00000000       0.03373008       0.03410411       0.03455712       0.03506717       0.03544694       0.03568535       0.03584442       0.03588470       0.03595744       0.03601847       0.03606629       0.03610663       0.03614569       0.03618953       0.03622045       0.03623774 
  11884.50000000       0.03383125       0.03420870       0.03466027       0.03518510       0.03559541       0.03587141       0.03607097       0.03613326       0.03622685       0.03630936       0.03637492       0.03642287       0.03646963       0.03652113       0.03655620       0.03657566 
  11885.00000000       0.03393243       0.03431328       0.03476342       0.03530303       0.03574388       0.03605746       0.03629752       0.03638181       0.03649625       0.03660025       0.03668354       0.03673911       0.03679357       0.03685274       0.03689195       0.03691358 
  11885.50000000       0.03403359       0.03441786       0.03486656       0.03542097       0.03589235       0.03624351       0.03652407       0.03663036       0.03676566       0.03689115       0.03699217       0.03705534       0.03711751       0.03718435       0.03722771       0.03725150 
  11886.00000000       0.03413476       0.03452243       0.03496971       0.03553889       0.03604082       0.03642956       0.03675062       0.03687892       0.03703507       0.03718204       0.03730079       0.03737158       0.03744145       0.03751595       0.03756346       0.03758942 
  11886.50000000       0.03423592       0.03462700       0.03507284       0.03565681       0.03618928       0.03661561       0.03697718       0.03712747       0.03730447       0.03747293       0.03760941       0.03768782       0.03776540       0.03784756       0.03789921       0.03792734 
  11887.00000000       0.03433708       0.03473157       0.03517598       0.03577473       0.03633775       0.03680166       0.03720373       0.03737602       0.03757388       0.03776383       0.03791804       0.03800406       0.03808934       0.03817917       0.03823497       0.03826527 
  11887.50000000       0.03443824       0.03483613       0.03527910       0.03589265       0.03648622       0.03698771       0.03743028       0.03762458       0.03784329       0.03805472       0.03822666       0.03832029       0.03841328       0.03851077       0.03857072       0.03860319 
  11888.00000000       0.03453940       0.03494068       0.03538223       0.03601057       0.03663468       0.03717377       0.03765683       0.03787313       0.03811269       0.03834562       0.03853529       0.03863653       0.03873722       0.03884238       0.03890648       0.03894111 
  11888.50000000       0.03464055       0.03504524       0.03548535       0.03612848       0.03678314       0.03735982       0.03788339       0.03812169       0.03838210       0.03863651       0.03884391       0.03895277       0.03906117       0.03917398       0.03924223       0.03927903 
  11889.00000000       0.03474171       0.03514978       0.03558847       0.03624639       0.03693161       0.03754587       0.03810994       0.03837024       0.03865151       0.03892740       0.03915254       0.03926900       0.03938511       0.03950559       0.03957798       0.03961695 
  11889.50000000       0.03484286       0.03525433       0.03569158       0.03636430       0.03708007       0.03773192       0.03833650       0.03861880       0.03892092       0.03921830       0.03946116       0.03958524       0.03970905       0.03983720       0.03991374       0.03995487 
