       MD              Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace            Trace      
       ft       
  11765.50000000 UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF UNDEF 
  11787.00000000       0.04591906       0.04591239       0.04590225       0.04589149       0.04588073       0.04587121       0.04586856       0.04586593       0.04586333       0.04587012       0.04588682       0.04590355       0.04592042       0.04591741       0.04590980       0.04590225 
  11787.50000000       0.04591847       0.04591183       0.04590172       0.04589098       0.04588025       0.04587075       0.04586808       0.04586542       0.04586278       0.04586950       0.04588607       0.04590268       0.04591942       0.04591642       0.04590884       0.04590132 
  11788.00000000       0.04591788       0.04591127       0.04590118       0.04589048       0.04587978       0.04587029       0.04586759       0.04586490       0.04586224       0.04586887       0.04588532       0.04590181       0.04591842       0.04591543       0.04590788       0.04590040 
  11788.50000000       0.04591729       0.04591071       0.04590065       0.04588997       0.04587930       0.04586983       0.04586710       0.04586438       0.04586169       0.04586825       0.04588458       0.04590093       0.04591743       0.04591444       0.04590692       0.04589948 
  11789.00000000       0.04591670       0.04591015       0.04590012       0.04588946       0.04587882       0.04586937       0.04586661       0.04586387       0.04586114       0.04586763       0.04588383       0.04590006       0.04591643       0.04591344       0.04590596       0.04589855 
  11789.50000000       0.04591611       0.04590959       0.04589958       0.04588896       0.04587835       0.04586891       0.04586612       0.04586335       0.04586059       0.04586700       0.04588308       0.04589919       0.04591543       0.04591245       0.04590501       0.04589763 
  11790.00000000       0.04591552       0.04590902       0.04589905       0.04588845       0.04587787       0.04586846       0.04586564       0.04586283       0.04586004       0.04586638       0.04588233       0.04589831       0.04591443       0.04591146       0.04590405       0.04589670 
  11790.50000000       0.04591493       0.04590847       0.04589852       0.04588795       0.04587739       0.04586800       0.04586515       0.04586231       0.04585950       0.04586576       0.04588158       0.04589744       0.04591343       0.04591046       0.04590309       0.04589577 
  11791.00000000       0.04591434       0.04590790       0.04589798       0.04588744       0.04587692       0.04586754       0.04586466       0.04586180       0.04585895       0.04586513       0.04588083       0.04589656       0.04591243       0.04590947       0.04590213       0.04589485 
  11791.50000000       0.04591375       0.04590734       0.04589745       0.04588694       0.04587644       0.04586708       0.04586417       0.04586128       0.04585841       0.04586451       0.04588008       0.04589569       0.04591144       0.04590848       0.04590117       0.04589392 
  11792.00000000       0.04591316       0.04590678       0.04589692       0.04588643       0.04587596       0.04586662       0.04586368       0.04586076       0.04585786       0.04586389       0.04587933       0.04589482       0.04591044       0.04590749       0.04590021       0.04589299 
  11792.50000000       0.04591257       0.04590622       0.04589638       0.04588593       0.04587548       0.04586617       0.04586320       0.04586024       0.04585731       0.04586326       0.04587859       0.04589394       0.04590943       0.04590649       0.04589925       0.04589207 
  11793.00000000       0.04591198       0.04590566       0.04589585       0.04588542       0.04587501       0.04586571       0.04586271       0.04585972       0.04585676       0.04586264       0.04587784       0.04589307       0.04590844       0.04590550       0.04589829       0.04589114 
  11793.50000000       0.04591139       0.04590510       0.04589532       0.04588492       0.04587453       0.04586525       0.04586222       0.04585921       0.04585622       0.04586202       0.04587709       0.04589220       0.04590744       0.04590451       0.04589733       0.04589022 
  11794.00000000       0.04591080       0.04590454       0.04589478       0.04588441       0.04587405       0.04586479       0.04586173       0.04585869       0.04585567       0.04586139       0.04587634       0.04589133       0.04590644       0.04590351       0.04589638       0.04588930 
  11794.50000000       0.04591021       0.04590397       0.04589425       0.04588391       0.04587357       0.04586433       0.04586124       0.04585817       0.04585512       0.04586077       0.04587559       0.04589045       0.04590544       0.04590252       0.04589542       0.04588837 
  11795.00000000       0.04590958       0.04590338       0.04589368       0.04588337       0.04587307       0.04586384       0.04586073       0.04585762       0.04585454       0.04586010       0.04587480       0.04588952       0.04590438       0.04590146       0.04589440       0.04588738 
  11795.50000000       0.04590894       0.04590277       0.04589310       0.04588282       0.04587255       0.04586335       0.04586020       0.04585706       0.04585394       0.04585943       0.04587398       0.04588857       0.04590329       0.04590038       0.04589335       0.04588638 
  11796.00000000       0.04590829       0.04590216       0.04589252       0.04588227       0.04587203       0.04586285       0.04585966       0.04585650       0.04585335       0.04585875       0.04587317       0.04588762       0.04590221       0.04589930       0.04589231       0.04588537 
  11796.50000000       0.04590765       0.04590155       0.04589194       0.04588172       0.04587151       0.04586235       0.04585914       0.04585594       0.04585275       0.04585807       0.04587236       0.04588667       0.04590112       0.04589823       0.04589127       0.04588437 
  11797.00000000       0.04590701       0.04590094       0.04589136       0.04588117       0.04587099       0.04586185       0.04585861       0.04585537       0.04585216       0.04585739       0.04587154       0.04588573       0.04590004       0.04589714       0.04589023       0.04588336 
  11797.50000000       0.04590637       0.04590033       0.04589079       0.04588062       0.04587048       0.04586136       0.04585808       0.04585481       0.04585157       0.04585671       0.04587073       0.04588478       0.04589896       0.04589606       0.04588919       0.04588236 
  11798.00000000       0.04590573       0.04589972       0.04589020       0.04588007       0.04586996       0.04586086       0.04585754       0.04585425       0.04585097       0.04585604       0.04586992       0.04588383       0.04589787       0.04589499       0.04588814       0.04588135 
  11798.50000000       0.04590509       0.04589911       0.04588963       0.04587952       0.04586944       0.04586036       0.04585702       0.04585369       0.04585038       0.04585536       0.04586910       0.04588288       0.04589678       0.04589391       0.04588711       0.04588034 
  11799.00000000       0.04590445       0.04589850       0.04588905       0.04587898       0.04586892       0.04585986       0.04585649       0.04585313       0.04584979       0.04585468       0.04586829       0.04588193       0.04589570       0.04589283       0.04588606       0.04587934 
  11799.50000000       0.04590381       0.04589789       0.04588847       0.04587843       0.04586840       0.04585936       0.04585596       0.04585256       0.04584919       0.04585401       0.04586748       0.04588098       0.04589462       0.04589175       0.04588502       0.04587833 
  11800.00000000       0.04590316       0.04589728       0.04588789       0.04587788       0.04586788       0.04585887       0.04585543       0.04585200       0.04584860       0.04585333       0.04586667       0.04588003       0.04589353       0.04589067       0.04588398       0.04587733 
  11800.50000000       0.04590252       0.04589667       0.04588731       0.04587733       0.04586736       0.04585837       0.04585490       0.04585144       0.04584800       0.04585265       0.04586585       0.04587909       0.04589245       0.04588959       0.04588294       0.04587632 
  11801.00000000       0.04590188       0.04589606       0.04588673       0.04587678       0.04586685       0.04585787       0.04585437       0.04585088       0.04584741       0.04585198       0.04586504       0.04587814       0.04589136       0.04588851       0.04588190       0.04587531 
  11801.50000000       0.04590124       0.04589545       0.04588615       0.04587623       0.04586633       0.04585737       0.04585384       0.04585031       0.04584681       0.04585130       0.04586423       0.04587719       0.04589028       0.04588744       0.04588085       0.04587431 
  11802.00000000       0.04590060       0.04589484       0.04588557       0.04587568       0.04586581       0.04585687       0.04585331       0.04584975       0.04584622       0.04585062       0.04586342       0.04587624       0.04588920       0.04588636       0.04587981       0.04587331 
  11802.50000000       0.04589996       0.04589423       0.04588499       0.04587513       0.04586529       0.04585638       0.04585278       0.04584919       0.04584562       0.04584994       0.04586260       0.04587529       0.04588811       0.04588528       0.04587877       0.04587230 
  11803.00000000       0.04589931       0.04589362       0.04588441       0.04587458       0.04586477       0.04585588       0.04585225       0.04584863       0.04584503       0.04584927       0.04586179       0.04587435       0.04588702       0.04588420       0.04587773       0.04587130 
  11803.50000000       0.04589867       0.04589301       0.04588383       0.04587403       0.04586425       0.04585538       0.04585172       0.04584807       0.04584444       0.04584859       0.04586098       0.04587340       0.04588594       0.04588312       0.04587669       0.04587029 
  11804.00000000       0.04589803       0.04589240       0.04588325       0.04587349       0.04586374       0.04585489       0.04585119       0.04584751       0.04584384       0.04584791       0.04586016       0.04587245       0.04588486       0.04588204       0.04587565       0.04586928 
  11804.50000000       0.04589739       0.04589179       0.04588267       0.04587293       0.04586321       0.04585439       0.04585066       0.04584694       0.04584325       0.04584723       0.04585935       0.04587150       0.04588377       0.04588096       0.04587461       0.04586828 
  11805.00000000       0.04589675       0.04589118       0.04588209       0.04587239       0.04586270       0.04585389       0.04585013       0.04584638       0.04584265       0.04584656       0.04585854       0.04587055       0.04588269       0.04587988       0.04587356       0.04586727 
  11805.50000000       0.04589611       0.04589057       0.04588151       0.04587184       0.04586218       0.04585339       0.04584960       0.04584582       0.04584206       0.04584588       0.04585773       0.04586960       0.04588160       0.04587881       0.04587252       0.04586627 
  11806.00000000       0.04589546       0.04588996       0.04588094       0.04587129       0.04586166       0.04585290       0.04584907       0.04584526       0.04584146       0.04584520       0.04585692       0.04586865       0.04588052       0.04587772       0.04587148       0.04586526 
  11806.50000000       0.04589482       0.04588935       0.04588035       0.04587074       0.04586114       0.04585240       0.04584854       0.04584469       0.04584087       0.04584453       0.04585610       0.04586771       0.04587943       0.04587664       0.04587044       0.04586425 
  11807.00000000       0.04589418       0.04588874       0.04587977       0.04587019       0.04586063       0.04585190       0.04584801       0.04584413       0.04584027       0.04584385       0.04585529       0.04586676       0.04587835       0.04587557       0.04586940       0.04586325 
  11807.50000000       0.04589354       0.04588813       0.04587920       0.04586964       0.04586010       0.04585140       0.04584748       0.04584357       0.04583968       0.04584317       0.04585448       0.04586581       0.04587726       0.04587449       0.04586836       0.04586225 
  11808.00000000       0.04589290       0.04588752       0.04587862       0.04586909       0.04585959       0.04585090       0.04584695       0.04584301       0.04583909       0.04584249       0.04585366       0.04586486       0.04587618       0.04587341       0.04586731       0.04586124 
  11808.50000000       0.04589226       0.04588692       0.04587804       0.04586854       0.04585907       0.04585041       0.04584642       0.04584245       0.04583849       0.04584182       0.04585285       0.04586392       0.04587509       0.04587233       0.04586627       0.04586023 
  11809.00000000       0.04589162       0.04588630       0.04587746       0.04586799       0.04585855       0.04584991       0.04584589       0.04584188       0.04583790       0.04584114       0.04585204       0.04586297       0.04587401       0.04587125       0.04586523       0.04585923 
  11809.50000000       0.04589098       0.04588569       0.04587688       0.04586744       0.04585803       0.04584941       0.04584536       0.04584132       0.04583731       0.04584046       0.04585123       0.04586202       0.04587293       0.04587017       0.04586419       0.04585822 
  11810.00000000       0.04589033       0.04588509       0.04587630       0.04586690       0.04585751       0.04584891       0.04584483       0.04584076       0.04583671       0.04583979       0.04585041       0.04586107       0.04587184       0.04586909       0.04586315       0.04585722 
  11810.50000000       0.04588969       0.04588448       0.04587572       0.04586635       0.04585699       0.04584841       0.04584430       0.04584020       0.04583612       0.04583911       0.04584960       0.04586012       0.04587076       0.04586801       0.04586210       0.04585621 
  11811.00000000       0.04588905       0.04588386       0.04587514       0.04586580       0.04585648       0.04584792       0.04584377       0.04583964       0.04583552       0.04583843       0.04584879       0.04585917       0.04586967       0.04586694       0.04586107       0.04585521 
  11811.50000000       0.04588841       0.04588326       0.04587456       0.04586525       0.04585596       0.04584742       0.04584324       0.04583907       0.04583493       0.04583776       0.04584797       0.04585823       0.04586859       0.04586586       0.04586002       0.04585420 
  11812.00000000       0.04588734       0.04588223       0.04587361       0.04586437       0.04585516       0.04584668       0.04584247       0.04583827       0.04583409       0.04583677       0.04584674       0.04585673       0.04586684       0.04586419       0.04585851       0.04585285 
  11812.50000000       0.04588618       0.04588113       0.04587259       0.04586344       0.04585431       0.04584590       0.04584165       0.04583741       0.04583320       0.04583573       0.04584542       0.04585513       0.04586497       0.04586241       0.04585691       0.04585143 
  11813.00000000       0.04588502       0.04588003       0.04587157       0.04586250       0.04585346       0.04584511       0.04584083       0.04583656       0.04583231       0.04583469       0.04584410       0.04585354       0.04586309       0.04586063       0.04585531       0.04585001 
  11813.50000000       0.04588386       0.04587893       0.04587055       0.04586157       0.04585261       0.04584433       0.04584001       0.04583570       0.04583142       0.04583365       0.04584278       0.04585194       0.04586121       0.04585885       0.04585371       0.04584859 
  11814.00000000       0.04588271       0.04587783       0.04586953       0.04586063       0.04585176       0.04584355       0.04583919       0.04583485       0.04583053       0.04583261       0.04584146       0.04585034       0.04585934       0.04585706       0.04585211       0.04584717 
  11814.50000000       0.04588155       0.04587673       0.04586850       0.04585969       0.04585091       0.04584276       0.04583837       0.04583400       0.04582964       0.04583157       0.04584014       0.04584875       0.04585746       0.04585528       0.04585051       0.04584575 
  11815.00000000       0.04588039       0.04587563       0.04586748       0.04585876       0.04585005       0.04584198       0.04583755       0.04583314       0.04582875       0.04583053       0.04583883       0.04584715       0.04585559       0.04585350       0.04584891       0.04584433 
  11815.50000000       0.04587923       0.04587453       0.04586646       0.04585782       0.04584920       0.04584119       0.04583674       0.04583229       0.04582787       0.04582949       0.04583751       0.04584555       0.04585371       0.04585172       0.04584731       0.04584291 
  11816.00000000       0.04587808       0.04587343       0.04586544       0.04585689       0.04584835       0.04584041       0.04583592       0.04583143       0.04582698       0.04582844       0.04583618       0.04584396       0.04585183       0.04584993       0.04584571       0.04584149 
  11816.50000000       0.04587692       0.04587233       0.04586442       0.04585595       0.04584750       0.04583963       0.04583510       0.04583058       0.04582608       0.04582740       0.04583487       0.04584236       0.04584996       0.04584815       0.04584411       0.04584007 
  11817.00000000       0.04587576       0.04587123       0.04586340       0.04585502       0.04584665       0.04583884       0.04583428       0.04582973       0.04582520       0.04582636       0.04583355       0.04584076       0.04584808       0.04584637       0.04584251       0.04583865 
  11817.50000000       0.04587460       0.04587013       0.04586238       0.04585408       0.04584580       0.04583806       0.04583346       0.04582887       0.04582431       0.04582532       0.04583223       0.04583916       0.04584621       0.04584459       0.04584091       0.04583723 
  11818.00000000       0.04587344       0.04586903       0.04586136       0.04585314       0.04584495       0.04583727       0.04583264       0.04582802       0.04582342       0.04582428       0.04583091       0.04583757       0.04584433       0.04584281       0.04583931       0.04583581 
  11818.50000000       0.04587229       0.04586792       0.04586034       0.04585221       0.04584410       0.04583649       0.04583182       0.04582717       0.04582253       0.04582324       0.04582959       0.04583597       0.04584246       0.04584103       0.04583771       0.04583438 
  11819.00000000       0.04587113       0.04586682       0.04585931       0.04585127       0.04584325       0.04583570       0.04583100       0.04582631       0.04582164       0.04582220       0.04582827       0.04583437       0.04584058       0.04583925       0.04583611       0.04583297 
  11819.50000000       0.04586997       0.04586572       0.04585829       0.04585033       0.04584240       0.04583492       0.04583018       0.04582546       0.04582075       0.04582116       0.04582695       0.04583278       0.04583871       0.04583746       0.04583451       0.04583155 
  11820.00000000       0.04586881       0.04586462       0.04585727       0.04584940       0.04584154       0.04583414       0.04582936       0.04582460       0.04581986       0.04582012       0.04582563       0.04583118       0.04583683       0.04583568       0.04583291       0.04583013 
  11820.50000000       0.04586766       0.04586352       0.04585625       0.04584846       0.04584070       0.04583335       0.04582854       0.04582375       0.04581897       0.04581907       0.04582432       0.04582958       0.04583495       0.04583390       0.04583130       0.04582870 
  11821.00000000       0.04586650       0.04586242       0.04585523       0.04584753       0.04583984       0.04583257       0.04582772       0.04582289       0.04581808       0.04581803       0.04582300       0.04582798       0.04583308       0.04583212       0.04582971       0.04582728 
  11821.50000000       0.04586534       0.04586132       0.04585421       0.04584659       0.04583899       0.04583178       0.04582690       0.04582204       0.04581720       0.04581700       0.04582168       0.04582639       0.04583120       0.04583034       0.04582810       0.04582587 
  11822.00000000       0.04586418       0.04586022       0.04585319       0.04584565       0.04583814       0.04583100       0.04582608       0.04582119       0.04581631       0.04581595       0.04582036       0.04582479       0.04582933       0.04582855       0.04582650       0.04582445 
  11822.50000000       0.04586302       0.04585912       0.04585217       0.04584472       0.04583729       0.04583022       0.04582527       0.04582033       0.04581542       0.04581491       0.04581904       0.04582319       0.04582745       0.04582677       0.04582490       0.04582302 
  11823.00000000       0.04586187       0.04585802       0.04585115       0.04584378       0.04583644       0.04582943       0.04582445       0.04581948       0.04581453       0.04581387       0.04581772       0.04582160       0.04582557       0.04582499       0.04582330       0.04582160 
  11823.50000000       0.04586071       0.04585692       0.04585012       0.04584284       0.04583559       0.04582865       0.04582363       0.04581862       0.04581364       0.04581283       0.04581640       0.04582000       0.04582370       0.04582321       0.04582170       0.04582018 
  11824.00000000       0.04585955       0.04585582       0.04584910       0.04584191       0.04583474       0.04582786       0.04582281       0.04581777       0.04581275       0.04581179       0.04581508       0.04581840       0.04582182       0.04582142       0.04582010       0.04581876 
  11824.50000000       0.04585839       0.04585471       0.04584808       0.04584097       0.04583389       0.04582708       0.04582199       0.04581692       0.04581186       0.04581075       0.04581377       0.04581681       0.04581995       0.04581964       0.04581850       0.04581734 
  11825.00000000       0.04585724       0.04585361       0.04584706       0.04584004       0.04583303       0.04582629       0.04582117       0.04581606       0.04581097       0.04580971       0.04581245       0.04581521       0.04581808       0.04581786       0.04581690       0.04581592 
  11825.50000000       0.04585608       0.04585251       0.04584604       0.04583910       0.04583218       0.04582551       0.04582035       0.04581521       0.04581008       0.04580867       0.04581113       0.04581361       0.04581620       0.04581608       0.04581530       0.04581450 
  11826.00000000       0.04585492       0.04585141       0.04584502       0.04583816       0.04583133       0.04582473       0.04581953       0.04581435       0.04580919       0.04580763       0.04580981       0.04581201       0.04581432       0.04581429       0.04581370       0.04581308 
  11826.50000000       0.04585376       0.04585031       0.04584400       0.04583723       0.04583048       0.04582394       0.04581871       0.04581350       0.04580830       0.04580659       0.04580849       0.04581042       0.04581245       0.04581251       0.04581210       0.04581166 
  11827.00000000       0.04585261       0.04584921       0.04584298       0.04583629       0.04582963       0.04582316       0.04581789       0.04581264       0.04580742       0.04580555       0.04580718       0.04580882       0.04581057       0.04581073       0.04581049       0.04581024 
  11827.50000000       0.04585144       0.04584811       0.04584195       0.04583535       0.04582877       0.04582237       0.04581707       0.04581179       0.04580652       0.04580450       0.04580585       0.04580722       0.04580869       0.04580894       0.04580889       0.04580881 
  11828.00000000       0.04585025       0.04584697       0.04584090       0.04583439       0.04582790       0.04582157       0.04581623       0.04581091       0.04580561       0.04580343       0.04580450       0.04580558       0.04580677       0.04580711       0.04580725       0.04580735 
  11828.50000000       0.04584906       0.04584584       0.04583985       0.04583343       0.04582703       0.04582076       0.04581539       0.04581003       0.04580470       0.04580237       0.04580314       0.04580394       0.04580484       0.04580528       0.04580560       0.04580590 
  11829.00000000       0.04584787       0.04584471       0.04583881       0.04583247       0.04582615       0.04581995       0.04581455       0.04580916       0.04580379       0.04580130       0.04580179       0.04580230       0.04580291       0.04580345       0.04580396       0.04580444 
  11829.50000000       0.04584669       0.04584358       0.04583776       0.04583151       0.04582528       0.04581915       0.04581371       0.04580828       0.04580287       0.04580023       0.04580043       0.04580066       0.04580099       0.04580162       0.04580231       0.04580298 
